"id","timestamp_utc","cycle_id","segment_uid","corridor_name","current_travel_time_seconds","true_driving_distance_meters","free_flow_travel_time_seconds","travel_time_index_tti","hour_of_day_utc","hour_of_day_ist","is_weekend","vehicle_mode","temporal_drift_seconds","api_response_status","api_latency_ms","retry_count"
187916,"2026-07-28 00:00:29.367701+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT_015","Corridor_Littlemount_Kilambakkam",0.000,887.000,127.000,NULL,0,5,0,"DRIVE",8.982,"FAILED",66.3,3
187917,"2026-07-28 00:00:29.419752+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",0.000,602.000,88.000,NULL,0,5,0,"DRIVE",8.978,"FAILED",66.1,3
187918,"2026-07-28 00:00:29.460464+00","2026-07-28T00:00:12Z_0001","BROADWAY_KOYEMBEDU_012","EVR Salai",0.000,165.000,33.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",66.3,3
187919,"2026-07-28 00:00:29.474002+00","2026-07-28T00:00:12Z_0001","KOYEMBEDU_BROADWAY_005","EVR Salai",0.000,510.000,75.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",69.2,3
187920,"2026-07-28 00:00:29.50573+00","2026-07-28T00:00:12Z_0001","LITTLEMOUNT_KILAMBAKKAM_006","Corridor_Littlemount_Kilambakkam",0.000,703.000,88.000,NULL,0,5,0,"DRIVE",8.986,"FAILED",73.9,3
187921,"2026-07-28 00:00:29.513427+00","2026-07-28T00:00:12Z_0001","LITTLEMOUNT_KILAMBAKKAM_031","Corridor_Littlemount_Kilambakkam",0.000,737.000,54.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",66.9,3
187922,"2026-07-28 00:00:29.565092+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",0.000,637.000,45.000,NULL,0,5,0,"DRIVE",8.980,"FAILED",65.1,3
187923,"2026-07-28 00:00:29.577093+00","2026-07-28T00:00:12Z_0001","KOYEMBEDU_BROADWAY_026","EVR Salai",0.000,369.000,53.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",66.9,3
187924,"2026-07-28 00:00:29.582136+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",0.000,310.000,33.000,NULL,0,5,0,"DRIVE",8.978,"FAILED",66.7,3
187925,"2026-07-28 00:00:29.589268+00","2026-07-28T00:00:12Z_0001","LITTLEMOUNT_KILAMBAKKAM_010","Corridor_Littlemount_Kilambakkam",0.000,395.000,45.000,NULL,0,5,0,"DRIVE",8.986,"FAILED",67.0,3
187926,"2026-07-28 00:00:29.591726+00","2026-07-28T00:00:12Z_0001","BROADWAY_KOYEMBEDU_026","EVR Salai",0.000,269.000,46.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",65.0,3
187927,"2026-07-28 00:00:29.606719+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",0.000,3771.000,419.000,NULL,0,5,0,"DRIVE",8.979,"FAILED",65.3,3
187928,"2026-07-28 00:00:29.622241+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",0.000,591.000,95.000,NULL,0,5,0,"DRIVE",8.978,"FAILED",64.9,3
187929,"2026-07-28 00:00:29.622815+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",0.000,223.000,25.000,NULL,0,5,0,"DRIVE",8.978,"FAILED",65.1,3
187930,"2026-07-28 00:00:29.62858+00","2026-07-28T00:00:12Z_0001","GUINDY_TAMBARAM_005","Guindy-Tambaram",0.000,242.000,31.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",66.1,3
187931,"2026-07-28 00:00:29.629569+00","2026-07-28T00:00:12Z_0001","BROADWAY_KOYEMBEDU_015","EVR Salai",0.000,285.000,65.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",67.6,3
187932,"2026-07-28 00:00:29.648009+00","2026-07-28T00:00:12Z_0001","GUINDY_TAMBARAM_004","Guindy-Tambaram",0.000,233.000,39.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",70.1,3
187933,"2026-07-28 00:00:29.652169+00","2026-07-28T00:00:12Z_0001","KILAMBAKKAM_LITTLEMOUNT_026","Corridor_Littlemount_Kilambakkam",0.000,980.000,90.000,NULL,0,5,0,"DRIVE",8.984,"FAILED",66.0,3
187934,"2026-07-28 00:00:29.658144+00","2026-07-28T00:00:12Z_0001","KOYEMBEDU_BROADWAY_011","EVR Salai",0.000,461.000,78.000,NULL,0,5,0,"DRIVE",8.987,"FAILED",67.7,3
