"id","timestamp_utc","cycle_id","segment_uid","corridor_name","current_travel_time_seconds","true_driving_distance_meters","free_flow_travel_time_seconds","travel_time_index_tti","hour_of_day_utc","hour_of_day_ist","is_weekend","vehicle_mode","temporal_drift_seconds","api_response_status","api_latency_ms","retry_count"
43071,"2026-07-16 00:00:04.018762+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",38.000,637.000,45.000,0.8444,0,5,0,"DRIVE",1.236,"OK",74.8,0
43072,"2026-07-16 00:00:04.019632+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_007","Corridor_Littlemount_Kilambakkam",69.000,716.000,106.000,0.6509,0,5,0,"DRIVE",1.235,"OK",76.8,0
43073,"2026-07-16 00:00:04.020774+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",19.000,223.000,25.000,0.7600,0,5,0,"DRIVE",1.234,"OK",78.8,0
43074,"2026-07-16 00:00:04.022544+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_013","Corridor_Littlemount_Kilambakkam",27.000,315.000,46.000,0.5870,0,5,0,"DRIVE",1.238,"OK",76.8,0
43075,"2026-07-16 00:00:04.022231+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",69.000,591.000,95.000,0.7263,0,5,0,"DRIVE",1.234,"OK",80.5,0
43076,"2026-07-16 00:00:04.025024+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_008","Corridor_Littlemount_Kilambakkam",45.000,421.000,52.000,0.8654,0,5,0,"DRIVE",1.236,"OK",82.0,0
43077,"2026-07-16 00:00:04.024743+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_002","Corridor_Littlemount_Kilambakkam",39.000,640.000,49.000,0.7959,0,5,0,"DRIVE",1.236,"OK",81.2,0
43078,"2026-07-16 00:00:04.025527+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_014","Corridor_Littlemount_Kilambakkam",52.000,664.000,88.000,0.5909,0,5,0,"DRIVE",1.238,"OK",79.6,0
43079,"2026-07-16 00:00:04.025266+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_004","Corridor_Littlemount_Kilambakkam",63.000,1009.000,74.000,0.8514,0,5,0,"DRIVE",1.236,"OK",81.4,0
43080,"2026-07-16 00:00:04.027878+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_009","Corridor_Littlemount_Kilambakkam",60.000,521.000,86.000,0.6977,0,5,0,"DRIVE",1.237,"OK",83.1,0
43081,"2026-07-16 00:00:04.028119+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_018","Corridor_Littlemount_Kilambakkam",108.000,1745.000,124.000,0.8710,0,5,0,"DRIVE",1.239,"OK",81.4,0
43082,"2026-07-16 00:00:04.028796+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_011","Corridor_Littlemount_Kilambakkam",54.000,774.000,85.000,0.6353,0,5,0,"DRIVE",1.238,"OK",83.4,0
43083,"2026-07-16 00:00:04.028498+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",25.000,289.000,34.000,0.7353,0,5,0,"DRIVE",1.234,"OK",87.1,0
43084,"2026-07-16 00:00:04.029052+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",26.000,310.000,33.000,0.7879,0,5,0,"DRIVE",1.235,"OK",86.9,0
43085,"2026-07-16 00:00:04.029344+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_019","Corridor_Littlemount_Kilambakkam",30.000,341.000,43.000,0.6977,0,5,0,"DRIVE",1.239,"OK",82.4,0
43086,"2026-07-16 00:00:04.029999+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_006","Corridor_Littlemount_Kilambakkam",106.000,1376.000,137.000,0.7737,0,5,0,"DRIVE",1.237,"OK",85.7,0
43087,"2026-07-16 00:00:04.033498+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_006","Corridor_Littlemount_Kilambakkam",368.000,3671.000,491.000,0.7495,0,5,0,"DRIVE",1.235,"OK",90.9,0
43088,"2026-07-16 00:00:04.033779+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",412.000,3771.000,419.000,0.9833,0,5,0,"DRIVE",1.236,"OK",90.6,0
43089,"2026-07-16 00:00:04.035985+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",78.000,602.000,88.000,0.8864,0,5,0,"DRIVE",1.235,"OK",93.6,0
43090,"2026-07-16 00:00:04.035483+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_022","Corridor_Littlemount_Kilambakkam",42.000,470.000,57.000,0.7368,0,5,0,"DRIVE",1.240,"OK",88.1,0
43091,"2026-07-16 00:00:04.036223+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_021","Corridor_Littlemount_Kilambakkam",70.000,883.000,90.000,0.7778,0,5,0,"DRIVE",1.240,"OK",89.0,0
43092,"2026-07-16 00:00:04.035722+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_026","Corridor_Littlemount_Kilambakkam",81.000,980.000,90.000,0.9000,0,5,0,"DRIVE",1.242,"OK",86.4,0
43093,"2026-07-16 00:00:04.034508+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_001","Corridor_Littlemount_Kilambakkam",77.000,1166.000,81.000,0.9506,0,5,0,"DRIVE",1.236,"OK",91.2,0
43094,"2026-07-16 00:00:04.035151+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_024","Corridor_Littlemount_Kilambakkam",42.000,556.000,60.000,0.7000,0,5,0,"DRIVE",1.241,"OK",86.2,0
43095,"2026-07-16 00:00:04.03657+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_010","Corridor_Littlemount_Kilambakkam",108.000,1141.000,173.000,0.6243,0,5,0,"DRIVE",1.237,"OK",91.6,0
43096,"2026-07-16 00:00:04.036817+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_025","Corridor_Littlemount_Kilambakkam",67.000,835.000,84.000,0.7976,0,5,0,"DRIVE",1.242,"OK",87.7,0
43097,"2026-07-16 00:00:04.042247+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",231.000,1127.000,198.000,1.1667,0,5,0,"DRIVE",1.243,"OK",92.0,0
43098,"2026-07-16 00:00:04.042374+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",171.000,933.000,152.000,1.1250,0,5,0,"DRIVE",1.243,"OK",92.0,0
43099,"2026-07-16 00:00:04.04247+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_028","Corridor_Littlemount_Kilambakkam",82.000,1051.000,110.000,0.7455,0,5,0,"DRIVE",1.242,"OK",92.8,0
43100,"2026-07-16 00:00:04.042591+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_020","Corridor_Littlemount_Kilambakkam",49.000,548.000,73.000,0.6712,0,5,0,"DRIVE",1.240,"OK",95.5,0
43101,"2026-07-16 00:00:04.042928+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",146.000,1431.000,198.000,0.7374,0,5,0,"DRIVE",1.243,"OK",92.8,0
43102,"2026-07-16 00:00:04.043221+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM_001","Corridor_Littlemount_Kilambakkam",47.000,627.000,71.000,0.6620,0,5,0,"DRIVE",1.244,"OK",92.0,0
43103,"2026-07-16 00:00:04.043712+00","2026-07-16T00:00:02Z_0001","KILAMBAKKAM_LITTLEMOUNT_015","Corridor_Littlemount_Kilambakkam",71.000,887.000,127.000,0.5591,0,5,0,"DRIVE",1.239,"OK",97.6,0
43104,"2026-07-16 00:00:04.044112+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",322.000,2513.000,308.000,1.0455,0,5,0,"DRIVE",1.243,"OK",93.4,0
43105,"2026-07-16 00:00:04.044757+00","2026-07-16T00:00:02Z_0001","LITTLEMOUNT_KILAMBAKKAM_002","Corridor_Littlemount_Kilambakkam",29.000,363.000,41.000,0.7073,0,5,0,"DRIVE",1.244,"OK",93.3,0
