"id","timestamp_utc","cycle_id","segment_uid","corridor_name","local_aqi","air_quality_category","dominant_pollutant","api_response_status","api_debug_message","api_latency_ms","retry_count"
36876,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1598.7,0
36877,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1603.9,0
36878,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1607.7,0
36879,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1617.1,0
36880,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_002","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1621.4,0
36881,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_007","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1625.0,0
36882,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_007","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1625.4,0
36883,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_004","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1625.8,0
36884,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1629.0,0
36885,"2026-07-28 00:35:38.970839+00","2026-07-28T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_011","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1628.5,0
