"id","timestamp_utc","cycle_id","segment_uid","corridor_name","local_aqi","air_quality_category","dominant_pollutant","api_response_status","api_debug_message","api_latency_ms","retry_count"
22716,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1634.0,0
22717,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1637.0,0
22718,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_008","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1644.9,0
22719,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1648.4,0
22720,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_007","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1648.1,0
22721,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_005","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1649.0,0
22722,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1654.3,0
22723,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1655.6,0
22724,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1656.1,0
22725,"2026-07-22 00:35:39.261072+00","2026-07-22T00:35:11Z_0001_aqi","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_007","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,"FAILED","No response from API",1661.4,0
