"id","timestamp_utc","cycle_id","segment_uid","corridor_name","temperature_celsius","precipitation_probability","visibility_meters","weather_condition","api_response_status","api_latency_ms","retry_count"
17996,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_010","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",269.5,3
17997,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",272.1,3
17998,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",270.5,3
17999,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_025","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",261.2,3
18000,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_016","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.5,3
18001,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",269.6,3
18002,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",277.1,3
18003,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_008","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",276.2,3
18004,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",269.8,3
18005,"2026-07-20 00:35:20.715602+00","2026-07-20T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",269.3,3
