"id","timestamp_utc","cycle_id","segment_uid","corridor_name","temperature_celsius","precipitation_probability","visibility_meters","weather_condition","api_response_status","api_latency_ms","retry_count"
22716,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_007","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",268.9,3
22717,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.2,3
22718,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",264.0,3
22719,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.6,3
22720,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_017","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",260.7,3
22721,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_011","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",267.4,3
22722,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",266.3,3
22723,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_014","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.5,3
22724,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_002","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.9,3
22725,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",268.0,3
22726,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_008","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",268.0,3
22727,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",276.4,3
22728,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_008","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",265.0,3
22729,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_009","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",269.5,3
22730,"2026-07-22 00:35:20.59458+00","2026-07-22T00:35:11Z_0001_weather","LITTLEMOUNT_KILAMBAKKAM_012","Corridor_Littlemount_Kilambakkam",NULL,NULL,NULL,NULL,"FAILED",270.0,3
