"id","timestamp_utc","cycle_id","segment_uid","corridor_name","temperature_celsius","precipitation_probability","visibility_meters","weather_condition","api_response_status","api_latency_ms","retry_count"
13276,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_008","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",348.4,0
13277,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_012","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",646.1,0
13278,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_013","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",921.5,0
13279,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1601.2,0
13280,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_005","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1601.3,0
13281,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_002","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1602.1,0
13282,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1602.9,0
13283,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1609.4,0
13284,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_004","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1614.3,0
13285,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_007","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1616.8,0
13286,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_010","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1618.8,0
13287,"2026-07-18 00:35:03.144865+00","2026-07-18T00:35:01Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_007","Corridor_Littlemount_Kilambakkam",27.30,NULL,16.00,"Cloudy","OK",1620.4,0
