"id","timestamp_utc","cycle_id","segment_uid","corridor_name","temperature_celsius","precipitation_probability","visibility_meters","weather_condition","api_response_status","api_latency_ms","retry_count"
6196,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_003","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",368.6,0
6197,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_012","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",647.6,0
6198,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_013","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",950.2,0
6199,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_009","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1629.9,0
6200,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_002","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1637.2,0
6201,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_002","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1648.5,0
6202,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_008","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1652.2,0
6203,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_001","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1654.3,0
6204,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_003","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1657.6,0
6205,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_009","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1657.7,0
6206,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_007","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1657.9,0
6207,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_008","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1661.3,0
6208,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_006","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1661.9,0
6209,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_007","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1662.3,0
6210,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT_011","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1665.9,0
6211,"2026-07-15 00:35:03.236891+00","2026-07-15T00:35:02Z_0001_weather","KILAMBAKKAM_LITTLEMOUNT(AT_GRADE_BELOWFLYOVER)_005","Corridor_Littlemount_Kilambakkam",29.20,NULL,16.00,"Cloudy","OK",1671.5,0
